Count,RetMax,RetStart,IdList,TranslationSet,TranslationStack,QueryTranslation,ErrorList,WarningList,name
1,1,0,['40410'],[],"[{'Term': 'Cryptococcus neoformans var. neoformans[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Cryptococcus neoformans var. neoformans[All Names],,,Cryptococcus neoformans var. neoformans
1,1,0,['100951'],[],"[{'Term': 'Naganishia albida[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Naganishia albida[All Names],,,Naganishia albida
1,1,0,['5535'],[],"[{'Term': 'Rhodotorula glutinis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Rhodotorula glutinis[All Names],,,Rhodotorula glutinis
1,1,0,['5418'],[],"[{'Term': 'Papiliotrema laurentii[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Papiliotrema laurentii[All Names],,,Papiliotrema laurentii
1,1,0,['75750'],[],"[{'Term': 'Aspergillus sydowii[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Aspergillus sydowii[All Names],,,Aspergillus sydowii
1,1,0,['46472'],[],"[{'Term': 'Aspergillus versicolor[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Aspergillus versicolor[All Names],,,Aspergillus versicolor
1,1,0,['40380'],[],"[{'Term': 'aspergillus ochraceus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",aspergillus ochraceus[All Names],,,Aspergillus ochraceus
1,1,0,['5052'],[],"[{'Term': 'Aspergillus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Aspergillus[All Names],,,Aspergillus
1,1,0,['5073'],[],"[{'Term': 'Penicillium[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Penicillium[All Names],,,Penicillium
1,1,0,['948311'],[],"[{'Term': 'Fusarium proliferatum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Fusarium proliferatum[All Names],,,Fusarium proliferatum
1,1,0,['117187'],[],"[{'Term': 'Fusarium verticillioides[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Fusarium verticillioides[All Names],,,Fusarium verticillioides
1,1,0,['561152'],[],"[{'Term': 'Scopulariopsis brevicaulis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Scopulariopsis brevicaulis[All Names],,,Scopulariopsis brevicaulis
1,1,0,['5543'],[],"[{'Term': 'Trichoderma[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Trichoderma[All Names],,,Trichoderma
1,1,0,['61235'],[],"[{'Term': 'Fusarium equiseti[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Fusarium equiseti[All Names],,,Fusarium equiseti
1,1,0,['176275'],[],"[{'Term': 'Beauveria bassiana[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Beauveria bassiana[All Names],,,Beauveria bassiana
1,1,0,['5599'],[],"[{'Term': 'Alternaria alternata[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Alternaria alternata[All Names],,,Alternaria alternata
1,1,0,['5970'],[],"[{'Term': 'Exophiala dermatitidis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Exophiala dermatitidis[All Names],,,Exophiala dermatitidis
1,1,0,['5580'],[],"[{'Term': 'Aureobasidium pullulans[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Aureobasidium pullulans[All Names],,,Aureobasidium pullulans
1,1,0,['5498'],[],"[{'Term': 'Cladosporium[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Cladosporium[All Names],,,Cladosporium
1,1,0,['90251'],[],"[{'Term': 'Cunninghamella bertholletiae[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Cunninghamella bertholletiae[All Names],,,Cunninghamella bertholletiae
1,1,0,['5068'],[],"[{'Term': 'Aspergillus tubingensis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Aspergillus tubingensis[All Names],,,Aspergillus tubingensis
1,1,0,['5478'],[],"[{'Term': 'candida glabrata[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",candida glabrata[All Names],,,Candida glabrata
1,1,0,['319629'],[],"[{'Term': 'Aspergillus brasiliensis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Aspergillus brasiliensis[All Names],,,Aspergillus brasiliensis
0,0,0,[],[],"[{'Term': 'Candida[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, {'Term': 'auris[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'AND']",Candida[All Names] AND auris[All Names],,,[Candida] auris
1,1,0,['29387'],[],"[{'Term': 'Staphylococcus sp.[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Staphylococcus sp.[All Names],,,Staphylococcus sp.
1,1,0,['1306'],[],"[{'Term': 'Streptococcus sp.[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Streptococcus sp.[All Names],,,Streptococcus sp.
1,1,0,['1283'],[],"[{'Term': 'staphylococcus haemolyticus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",staphylococcus haemolyticus[All Names],,,Staphylococcus haemolyticus
1,1,0,['1764'],[],"[{'Term': 'mycobacterium avium[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",mycobacterium avium[All Names],,,Mycobacterium avium
1,1,0,['29388'],[],"[{'Term': 'Staphylococcus capitis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Staphylococcus capitis[All Names],,,Staphylococcus capitis
1,1,0,['1334'],[],"[{'Term': 'Streptococcus dysgalactiae[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Streptococcus dysgalactiae[All Names],,,Streptococcus dysgalactiae
2,2,0,"['629395', '2']",[],"[{'Term': 'Bacteria[All Names]', 'Field': 'All Names', 'Count': '2', 'Explode': 'N'}, 'GROUP']",Bacteria[All Names],,,Bacteria
1,1,0,['1642'],[],"[{'Term': 'Listeria innocua[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Listeria innocua[All Names],,,Listeria innocua
1,1,0,['953'],[],"[{'Term': 'Wolbachia[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Wolbachia[All Names],,,Wolbachia
1,1,0,['747'],[],"[{'Term': 'pasteurella multocida[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",pasteurella multocida[All Names],,,Pasteurella multocida
1,1,0,['1404'],[],"[{'Term': 'Priestia megaterium[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Priestia megaterium[All Names],,,Priestia megaterium
1,1,0,['587'],[],"[{'Term': 'Providencia rettgeri[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Providencia rettgeri[All Names],,,Providencia rettgeri
1,1,0,['594'],[],"[{'Term': 'Salmonella enterica subsp. enterica serovar Gallinarum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Salmonella enterica subsp. enterica serovar Gallinarum[All Names],,,Salmonella enterica subsp. enterica serovar Gallinarum
1,1,0,['1307'],[],"[{'Term': 'streptococcus suis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",streptococcus suis[All Names],,,Streptococcus suis
1,1,0,['1769'],[],"[{'Term': 'mycobacterium leprae[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",mycobacterium leprae[All Names],,,Mycobacterium leprae
1,1,0,['29497'],[],"[{'Term': 'Vibrio splendidus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Vibrio splendidus[All Names],,,Vibrio splendidus
1,1,0,['55601'],[],"[{'Term': 'Vibrio anguillarum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Vibrio anguillarum[All Names],,,Vibrio anguillarum
1,1,0,['59201'],[],"[{'Term': 'Salmonella enterica subsp. enterica[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Salmonella enterica subsp. enterica[All Names],,,Salmonella enterica subsp. enterica
1,1,0,['1770'],[],"[{'Term': 'Mycobacterium avium subsp. paratuberculosis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Mycobacterium avium subsp. paratuberculosis[All Names],,,Mycobacterium avium subsp. paratuberculosis
0,0,0,[],[],,Mycobacterium tuberculosis[All Names] AND (strain ATCC 25618/H37Rv[All Names]),"{'FieldNotFound': [], 'PhraseNotFound': ['strain', 'ATCC', '25618', 'H37Rv']}","{'PhraseIgnored': [], 'OutputMessage': ['No items found.'], 'QuotedPhraseNotFound': []}",Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
1,1,0,['11320'],[],"[{'Term': 'influenza a virus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",influenza a virus[All Names],,,Influenza A virus
1,1,0,['1421'],[],"[{'Term': 'Lysinibacillus sphaericus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Lysinibacillus sphaericus[All Names],,,Lysinibacillus sphaericus
1,1,0,['28090'],[],"[{'Term': 'Acinetobacter lwoffii[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Acinetobacter lwoffii[All Names],,,Acinetobacter lwoffii
1,1,0,['303'],[],"[{'Term': 'pseudomonas putida[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",pseudomonas putida[All Names],,,Pseudomonas putida
1,1,0,['471'],[],"[{'Term': 'acinetobacter calcoaceticus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",acinetobacter calcoaceticus[All Names],,,Acinetobacter calcoaceticus
1,1,0,['520'],[],"[{'Term': 'bordetella pertussis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",bordetella pertussis[All Names],,,Bordetella pertussis
1,1,0,['1358'],[],"[{'Term': 'lactococcus lactis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",lactococcus lactis[All Names],,,Lactococcus lactis
1,1,0,['582'],[],"[{'Term': 'morganella morganii[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",morganella morganii[All Names],,,Morganella morganii
1,1,0,['73239'],[],"[{'Term': 'Plasmodium yoelii yoelii[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Plasmodium yoelii yoelii[All Names],,,Plasmodium yoelii yoelii
1,1,0,['674'],[],"[{'Term': 'Vibrio mimicus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Vibrio mimicus[All Names],,,Vibrio mimicus
1,1,0,['636'],[],"[{'Term': 'edwardsiella tarda[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",edwardsiella tarda[All Names],,,Edwardsiella tarda
1,1,0,['10029'],[],"[{'Term': 'Cricetulus griseus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Cricetulus griseus[All Names],,,Cricetulus griseus
1,1,0,['818'],[],"[{'Term': 'Bacteroides thetaiotaomicron[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Bacteroides thetaiotaomicron[All Names],,,Bacteroides thetaiotaomicron
1,1,0,['28132'],[],"[{'Term': 'prevotella melaninogenica[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",prevotella melaninogenica[All Names],,,Prevotella melaninogenica
1,1,0,['28116'],[],"[{'Term': 'Bacteroides ovatus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Bacteroides ovatus[All Names],,,Bacteroides ovatus
1,1,0,['823'],[],"[{'Term': 'Parabacteroides distasonis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Parabacteroides distasonis[All Names],,,Parabacteroides distasonis
1,1,0,['821'],[],"[{'Term': 'Phocaeicola vulgatus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Phocaeicola vulgatus[All Names],,,Phocaeicola vulgatus
1,1,0,['851'],[],"[{'Term': 'fusobacterium nucleatum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",fusobacterium nucleatum[All Names],,,Fusobacterium nucleatum
1,1,0,['859'],[],"[{'Term': 'fusobacterium necrophorum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",fusobacterium necrophorum[All Names],,,Fusobacterium necrophorum
1,1,0,['1547'],[],"[{'Term': 'Thomasclavelia ramosa[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Thomasclavelia ramosa[All Names],,,Thomasclavelia ramosa
1,1,0,['1504'],[],"[{'Term': 'Clostridium septicum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Clostridium septicum[All Names],,,Clostridium septicum
1,1,0,['1492'],[],"[{'Term': 'Clostridium butyricum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Clostridium butyricum[All Names],,,Clostridium butyricum
1,1,0,['1509'],[],"[{'Term': 'Clostridium sporogenes[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Clostridium sporogenes[All Names],,,Clostridium sporogenes
1,1,0,['33034'],[],"[{'Term': 'Anaerococcus prevotii[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Anaerococcus prevotii[All Names],,,Anaerococcus prevotii
1,1,0,['260603'],[],"[{'Term': 'Lycopus europaeus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Lycopus europaeus[All Names],,,Lycopus europaeus
1,1,0,['9527'],[],"[{'Term': 'Cercopithecidae[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Cercopithecidae[All Names],,,Cercopithecidae
1,1,0,['518'],[],"[{'Term': 'bordetella bronchiseptica[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",bordetella bronchiseptica[All Names],,,Bordetella bronchiseptica
1,1,0,['715'],[],"[{'Term': 'actinobacillus pleuropneumoniae[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",actinobacillus pleuropneumoniae[All Names],,,Actinobacillus pleuropneumoniae
1,1,0,['1661'],[],"[{'Term': 'Trueperella pyogenes[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Trueperella pyogenes[All Names],,,Trueperella pyogenes
1,1,0,['472'],[],"[{'Term': 'Acinetobacter sp.[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Acinetobacter sp.[All Names],,,Acinetobacter sp.
0,0,0,[],[],"[{'Term': 'bacillus subtilis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, {'Term': 'strain 168[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'AND']",bacillus subtilis[All Names] AND strain 168[All Names],,,Bacillus subtilis (strain 168)
1,1,0,['35725'],[],"[{'Term': 'Macrophomina phaseolina[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Macrophomina phaseolina[All Names],,,Macrophomina phaseolina
1,1,0,['5702'],[],"[{'Term': 'trypanosoma brucei brucei[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",trypanosoma brucei brucei[All Names],,,Trypanosoma brucei brucei
1,1,0,['1771'],[],"[{'Term': 'Mycolicibacterium phlei[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Mycolicibacterium phlei[All Names],,,Mycolicibacterium phlei
1,1,0,['456999'],[],"[{'Term': 'Rhizoctonia solani[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Rhizoctonia solani[All Names],,,Rhizoctonia solani
1,1,0,['305'],[],"[{'Term': 'Ralstonia solanacearum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Ralstonia solanacearum[All Names],,,Ralstonia solanacearum
1,1,0,['551'],[],"[{'Term': 'Erwinia[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Erwinia[All Names],,,Erwinia
1,1,0,['53413'],[],"[{'Term': 'Xanthomonas axonopodis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Xanthomonas axonopodis[All Names],,,Xanthomonas axonopodis
1,1,0,['347'],[],"[{'Term': 'Xanthomonas oryzae[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Xanthomonas oryzae[All Names],,,Xanthomonas oryzae
1,1,0,['5518'],[],"[{'Term': 'Fusarium graminearum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Fusarium graminearum[All Names],,,Fusarium graminearum
1,1,0,['105487'],[],"[{'Term': 'Valsa mali[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Valsa mali[All Names],,,Valsa mali
0,0,0,[],[],,Escherichia coli[All Names] AND (strain K12[All Names]),"{'FieldNotFound': [], 'PhraseNotFound': ['strain', 'K12']}","{'PhraseIgnored': [], 'OutputMessage': ['No items found.'], 'QuotedPhraseNotFound': []}",Escherichia coli (strain K12)
1,1,0,['1309'],[],"[{'Term': 'streptococcus mutans[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",streptococcus mutans[All Names],,,Streptococcus mutans
1,1,0,['1296'],[],"[{'Term': 'Mammaliicoccus sciuri[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Mammaliicoccus sciuri[All Names],,,Mammaliicoccus sciuri
1,1,0,['1768'],[],"[{'Term': 'mycobacterium kansasii[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",mycobacterium kansasii[All Names],,,Mycobacterium kansasii
1,1,0,['1513'],[],"[{'Term': 'clostridium tetani[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",clostridium tetani[All Names],,,Clostridium tetani
1,1,0,['1408'],[],"[{'Term': 'Bacillus pumilus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Bacillus pumilus[All Names],,,Bacillus pumilus
1,1,0,['266'],[],"[{'Term': 'paracoccus denitrificans[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",paracoccus denitrificans[All Names],,,Paracoccus denitrificans
1,1,0,['317'],[],"[{'Term': 'Pseudomonas syringae[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Pseudomonas syringae[All Names],,,Pseudomonas syringae
1,1,0,['1716'],[],"[{'Term': 'Corynebacterium[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Corynebacterium[All Names],,,Corynebacterium
1,1,0,['5057'],[],"[{'Term': 'Aspergillus clavatus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Aspergillus clavatus[All Names],,,Aspergillus clavatus
1,1,0,['1409'],[],"[{'Term': 'Bacillus sp.[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Bacillus sp.[All Names],,,Bacillus sp.
1,1,0,['1390'],[],"[{'Term': 'Bacillus amyloliquefaciens[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Bacillus amyloliquefaciens[All Names],,,Bacillus amyloliquefaciens
1,1,0,['996'],[],"[{'Term': 'Flavobacterium columnare[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Flavobacterium columnare[All Names],,,Flavobacterium columnare
1,1,0,['1354'],[],"[{'Term': 'Enterococcus hirae[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Enterococcus hirae[All Names],,,Enterococcus hirae
1,1,0,['183417'],[],"[{'Term': 'Proteus hauseri[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Proteus hauseri[All Names],,,Proteus hauseri
1,1,0,['74722'],[],"[{'Term': 'Stachybotrys chartarum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Stachybotrys chartarum[All Names],,,Stachybotrys chartarum
1,1,0,['5076'],[],"[{'Term': 'penicillium chrysogenum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",penicillium chrysogenum[All Names],,,Penicillium chrysogenum
1,1,0,['5341'],[],"[{'Term': 'Agaricus bisporus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Agaricus bisporus[All Names],,,Agaricus bisporus
1,1,0,['620'],[],"[{'Term': 'Shigella[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Shigella[All Names],,,Shigella
1,1,0,['1498'],[],"[{'Term': 'Hathewaya histolytica[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Hathewaya histolytica[All Names],,,Hathewaya histolytica
1,1,0,['1496'],[],"[{'Term': 'Clostridioides difficile[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Clostridioides difficile[All Names],,,Clostridioides difficile
1,1,0,['28130'],[],"[{'Term': 'Prevotella disiens[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Prevotella disiens[All Names],,,Prevotella disiens
1,1,0,['840'],[],"[{'Term': 'Hoylesella loescheii[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Hoylesella loescheii[All Names],,,Hoylesella loescheii
1,1,0,['28125'],[],"[{'Term': 'Prevotella bivia[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Prevotella bivia[All Names],,,Prevotella bivia
1,1,0,['848'],[],"[{'Term': 'Fusobacterium[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Fusobacterium[All Names],,,Fusobacterium
1,1,0,['29466'],[],"[{'Term': 'Veillonella parvula[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Veillonella parvula[All Names],,,Veillonella parvula
1,1,0,['1257'],[],"[{'Term': 'Peptostreptococcus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Peptostreptococcus[All Names],,,Peptostreptococcus
1,1,0,['33033'],[],"[{'Term': 'Parvimonas micra[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Parvimonas micra[All Names],,,Parvimonas micra
1,1,0,['1767'],[],"[{'Term': 'mycobacterium intracellulare[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",mycobacterium intracellulare[All Names],,,Mycobacterium intracellulare
1,1,0,['545'],[],"[{'Term': 'citrobacter koseri[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",citrobacter koseri[All Names],,,Citrobacter koseri
1,1,0,['476'],[],"[{'Term': 'moraxella bovis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",moraxella bovis[All Names],,,Moraxella bovis
1,1,0,['210'],[],"[{'Term': 'helicobacter pylori[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",helicobacter pylori[All Names],,,Helicobacter pylori
1,1,0,['714'],[],"[{'Term': 'Aggregatibacter actinomycetemcomitans[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Aggregatibacter actinomycetemcomitans[All Names],,,Aggregatibacter actinomycetemcomitans
1,1,0,['107673'],[],"[{'Term': 'Acinetobacter calcoaceticus subsp. anitratus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Acinetobacter calcoaceticus subsp. anitratus[All Names],,,Acinetobacter calcoaceticus subsp. anitratus
1,1,0,['511'],[],"[{'Term': 'Alcaligenes faecalis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Alcaligenes faecalis[All Names],,,Alcaligenes faecalis
1,1,0,['84631'],[],"[{'Term': 'Proteus inconstans[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Proteus inconstans[All Names],,,Proteus inconstans
1,1,0,['1305'],[],"[{'Term': 'Streptococcus sanguinis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Streptococcus sanguinis[All Names],,,Streptococcus sanguinis
0,0,0,[],[],,Human immunodeficiency virus type 1 group M subtype B[All Names] AND (isolate HXB2[All Names]) AND (HIV-1[All Names]),"{'FieldNotFound': [], 'PhraseNotFound': ['Human', 'immunodeficiency', 'virus', 'type', '1', 'group', 'M', 'subtype', 'B', 'isolate', 'HXB2']}","{'PhraseIgnored': [], 'OutputMessage': ['No items found.'], 'QuotedPhraseNotFound': []}",Human immunodeficiency virus type 1 group M subtype B (isolate HXB2)(HIV-1)
1,1,0,['1763'],[],"[{'Term': 'Mycobacterium[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Mycobacterium[All Names],,,Mycobacterium
1,1,0,['544'],[],"[{'Term': 'Citrobacter[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Citrobacter[All Names],,,Citrobacter
1,1,0,['60711'],[],"[{'Term': 'Chlorocebus sabaeus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Chlorocebus sabaeus[All Names],,,Chlorocebus sabaeus
1,1,0,['1810'],[],"[{'Term': 'Mycolicibacterium vaccae[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Mycolicibacterium vaccae[All Names],,,Mycolicibacterium vaccae
1,1,0,['1791'],[],"[{'Term': 'Mycolicibacterium aurum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Mycolicibacterium aurum[All Names],,,Mycolicibacterium aurum
1,1,0,['536'],[],"[{'Term': 'Chromobacterium violaceum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Chromobacterium violaceum[All Names],,,Chromobacterium violaceum
